,Effectiveness,Price,Taste,Side effects,Quality control,Varied results,Ingredients,date,name,title,content,rating
3407,1,0,1,0,0,1,0,2021-07-09,Sarley83,Need at least 2 months supply,They taste good but you need to finish more than one bottle to notice any difference in your hair or nails.,5
3408,1,0,0,0,0,1,1,2022-08-15,jose,Great quality,Great quality,5
3409,1,0,0,-1,0,0,0,2021-08-28,Jessica Capo,Love it,Would always buy again when needed. Helps with the growth of the hair,5
3410,-1,0,0,0,0,0,0,2021-04-10,Maylin Valdes,saben exquisitas,solo llevo 3 dias tomandolas. al finalizar la botella les actualizó el comentario a ver si obtuve mejoria,5
3411,1,0,1,0,0,1,0,2021-09-25,Anita Diaz,Hair Gummies,These are delicious and effective. I have not had the fastest growing or more luxurious hair come naturally to me. These gummies have made a difference!,5
3412,-1,-1,0,0,0,0,0,2022-01-26,Katerine,Very good,Very good,5
3413,1,0,0,0,0,1,0,2021-06-28,Jessica,Live these,I swear by these gummies. They taste amazing and work well!,5
3414,1,0,1,0,0,1,0,2021-06-03,Kenda Durham,Love these!,Great vitamin..been taking them for a while now!,5
3415,1,1,0,0,0,1,1,2021-10-31,savanna,Yes,Tast so good but also reminds u it's not candie lol,5
3416,0,0,1,0,0,0,0,2021-10-02,Domonique Cross,Definitely recommend,"These vitamins really work, I’ve read reviews about them causing ache or whatever but using these I never got any bad side effects. Any black women looking for a great vitamins, I can definitely speak for this product! It works and I love it",5
3417,-1,0,0,-1,0,0,0,2021-10-10,Daniel Pérez,I really love having my hair back,"After giving birth, I was losing my hair so much. Now I see it growing back after 2 months of taking these gummies. I was skeptical at first, but they work.😁",5
3418,1,0,-1,0,0,0,0,2021-05-21,Alyssa Maldonado,They actually work!,I really like how they taste and is super easy to chew.,5
3419,1,0,0,-1,0,1,-1,2021-09-16,Umer Shafique,Good Quality,Satisfied with the purchase.,5
3420,-1,0,1,-1,0,0,0,2021-12-23,Amazon Customer,Cute design - tastes good,I heard of celebrities using this product so I thought I would give it a go. I am on my second bottle. I don’t know if it works but it can’t hurt and it tastes good so we will see.,5
3421,1,0,0,0,0,1,0,2021-12-20,Carla,This product works!!,My hair has finally started growing since I've been taking these gummies. I am 52 years old & my hair was at a standstill when it came to growing. It's now growing & HEALTHY! These are easy to chew & tasty.,5
3422,-1,0,0,-1,0,0,-1,2021-08-29,Audrey Sandra,No hair growth for me,No difference for me,5
3423,1,0,-1,0,0,1,0,2022-01-19,Antonette N S,Wonderful taste,"While I haven’t taken them long enough to know how much they work, they taste great!",5
3424,1,0,0,0,0,1,1,2022-07-18,Amy,Love,These work great,5
3425,,,,,,,,2022-06-08,Sherry Dobson,Good,Good,5
3426,1,0,1,0,0,1,1,2021-10-28,Ana,Great product.,"They are chewable, I noticed a lot of hair regrowth after 3months of taking them.",5
3427,1,0,0,0,0,1,0,2021-11-11,Fiza shahbaz,Very good,Give you growth on your hair,5
3428,1,0,0,-1,0,1,0,2021-07-10,Nikki,Love this product,Amazing,5
3429,0,0,1,0,0,0,0,2021-10-28,Amazon Customer,Muy buen sabor,Muy fácil de tomarla y buen sabor,5
3430,1,0,0,0,0,0,0,2021-10-07,Odalisa Rodriguez,Spensive,Is good,5
3431,1,0,0,0,0,0,0,2022-08-13,Misty,Works,Big diffrence in hair in a month,5
3432,1,0,1,0,0,1,1,2022-08-06,HVAC guy,seems to be working,helping my hair grow everywhere,5
3433,1,0,1,0,0,0,0,2021-12-01,Kelly,These vitamins r the best,Love these,5
3434,0,1,1,0,0,0,0,2021-12-09,Stephanie,Incredible Growth,"Hair growth per year is on average 6 inches, using this product brought me 8 inches! Added bonus: insane nail growth. Two thumbs way up.",5
3435,1,1,1,0,1,1,1,2021-10-06,Janice,Great product,"The flavor is nice, berries and it's chewable which is a plus and I now ordering my next bottle",5
3436,1,0,0,0,0,0,0,2022-03-29,Margarita,Me ayudo,El cabello me creció 👍,5
3437,1,0,1,0,0,1,1,2022-07-30,Arow Al saidi,So good,So nice,5
3438,0,0,1,0,0,0,0,2022-02-07,GEvans,Recommend by my nutritionist fir its quality,I suck on it and the flavor is good,5
3439,1,0,0,0,0,0,0,2022-01-05,Jacque Lopez,Delicious,I love the flavor,5
3440,1,0,1,0,0,0,0,2021-11-09,MIKE HOOK,Amazing,Tastes so good,5
3441,1,0,0,0,0,1,0,2021-09-28,Connie V,1,Cant wait to see results,5
3442,1,0,0,0,0,1,0,2021-10-27,Stephanie Rudd,Sugar bear hair vitamins,Delicious and effective.,5
3443,1,0,0,0,-1,0,0,2020-11-26,Courtney Wilcox,Would buy again,It really works,5
3444,1,0,1,0,0,0,0,2020-07-07,Mikhaeil mena,It is very important to the hair,It is a very good itemd and its very easy to swallow,5
3445,1,-1,0,0,0,0,0,2021-07-13,julia margarita,Sugar bear,para el cresimiento del cabello.,5
3446,1,-1,1,0,0,0,0,2021-04-04,M,GOOD,It started working only after 3 months I started noticing so not very quick but if you have time it is good!,5
3447,0,-1,-1,-1,0,0,0,2021-05-13,Sanjuana,Buenísimas,Súper recomendadas ayuda bastante con la caída del cabello!!🙂,5
3448,0,-1,0,-1,0,0,-1,2021-03-31,Jose,Good,Helpful,5
3449,1,0,1,0,0,1,0,2022-11-17,Jessika Damian,Best hair vitamin,I love these used to buy them from Ulta but the pricing is much better on Amazon and they were delivered within two days from placing my order! My now go to for Sugar Bear Hair Vitamins,5
3450,-1,0,0,-1,0,0,0,2022-11-17,Jessika Damian,Best hair vitamin,I love these used to buy them from Ulta but the pricing is much better on Amazon and they were delivered within two days from placing my order! My now go to for Sugar Bear Hair Vitamins,5
3451,0,0,1,0,0,0,0,2019-11-30,sara urey,Buen precio,Excelente,5
3452,1,0,0,0,0,1,1,2020-10-05,Maram’s music,Very good,Great itemmmm,5
3453,1,1,0,0,0,0,0,2021-05-18,Larry,Good for the price,Works great,5
3454,1,0,0,0,0,1,0,2021-12-14,Dyani Echevarria,It Works!,"I was skeptical at first but after I tried it the first time and was in love with the results, I went back and bought it again! My hairstylist even noticed my hair got longer before I decided to cut it. So here I am now buying it again because the results are amazing!! The flavor is so great, no disappointments at all.",5
3455,1,0,0,0,0,1,1,2021-06-18,Marlen,Muy bueno,Fácil de tragar,5
3456,0,0,0,0,0,-1,0,2021-11-02,T N,Stronger hair!,Flavor is exactly like the blue scooby doo fruit snacks. I haven’t noticed much of a difference in my hair length but I do notice my hair being significantly stronger and sheds less. Love this product. Will definitely buy again!,5
3457,1,0,0,0,0,1,1,2021-09-29,Marcia Dallazen,My hair has grown almost 3” in one year! Sugar Bear Hair has my hair grown past my shoulders!,<images>,5
3458,1,0,0,0,0,1,0,2022-07-31,Alexis G.,Thank you,Estupendo producto,5
3459,1,0,0,0,0,1,0,2021-01-19,Carlos Zamora,Best gummy vitamins,Love that it has vitamins and love the way you taste,5
3460,0,0,1,0,0,1,0,2022-07-04,james litton,hair growjng,hope it makes hair grow,5
3461,0,-1,-1,0,0,0,0,2022-06-19,Paige,Best vitamins,"Best vitamins for good hair, skin, and nail quality! The taste is super good and texture is nice, hard recommend it.",5
3462,0,0,1,0,0,0,0,2019-10-03,Melissa N,Taste wonderful!,"*update* second order they seem to taste a little different, still good but the texture is not the same. I love these. I haven't seen a big difference in my hair yet but I have seen less falling out when I wash it. I've only taken them for 3 weeks.",5
3463,1,0,1,0,0,1,1,2020-12-13,Ron Weaver,great taste,"many friends said it works well so we will try it and at this price , its good .",5
3464,1,1,1,0,1,0,0,2022-02-23,carmen ortega,Sinceramente si me funciono muchísimo!! Mi pelo se veía mi no más saludable,El sabor y la textura son riquísimo y masticable suave.,5
3465,1,0,0,-1,0,1,1,2020-08-25,Karla,Very good,Very good,5
3466,1,0,0,0,0,1,0,2021-07-31,Ebanyiha,I loved them.,There very different from the actual website for SugarBear hair vitamins,5
3467,0,0,0,-1,0,0,0,2021-03-28,Tume,Yummy,Taste really good and easy to swallow 😋,5
3468,1,0,0,0,0,1,1,2019-12-27,Lucy,Works,Works great,5
3469,1,0,0,0,0,1,0,2020-12-23,scmh2020,Would recommend,I have noticed my hair feels thicker and healthier. Definitely recommend. Plus the flavor is great.,5
3470,-1,0,1,0,0,-1,0,2020-07-09,tianny ortega,Excelente,Excelente,5
3471,1,0,1,0,0,1,0,2021-02-19,Cynthia,It works,Thin hain. Getting fuller and longer but didnt like the taste this time,5
3472,1,0,0,-1,0,1,1,2019-05-28,Drea,Yummy!,These are so good and my hair felt healthier after just one month. It didn’t magically grow it out but I did start seeing less thinning and hair-loss (due to weightloss),5
3473,1,0,1,0,0,1,1,2021-07-07,Alfredo Padilla,Maravillosas,Muy recomendable las e estado usando y me an servido de maravilla tengo el cabello más largo,5
3474,1,0,1,0,0,1,1,2022-06-24,Linda Corbin,Definitely works!!!!!!,I cannot believe my hair growth! Tried other products but they did not work! GREAT PRODUCT!!!,5
3475,-1,0,1,1,0,1,-1,2022-07-05,Lesa steele,Strengthens colored hair!,"I recently as my color pro (sounds snobby to say ""Master Colorist"" doesnt it?) if the hair serums, growth stimulators etc work for hair like mine. I'm 58, hair is graying and I color roots, bayalage and I have some navy. Oh Im dark brunette. So my hair I thin needed something. She only recommends the Blue Bear gummies to her clients! After about 45 days I see a difference! I do get glazed also but that is temporary. But I dont have as many flyaways and along my face line where my main concern is, I'm seeing newer and thicker growth. It must be working. Decided to subscribe. It natural, vegan, animal loving stuff.",5
3476,1,0,0,0,0,1,0,2020-09-14,Altagracia Hernandez,Love them!!!!,I liked the results. I felt my hair growth doubled... I strongly recommend this product!!! Also they taste amazing!!!!😍😍,5
3477,1,0,1,0,0,0,0,2020-10-08,KHALID M ALGHAMDI,👍🏻,The Best,5
3478,1,1,1,0,0,1,0,2020-10-05,AshleyMDelRosario,Great taste and easy to . Swallow,As described,5
3479,1,1,1,-1,0,1,1,2021-04-09,Eman,Still working on it,So far I feel like m having new baby hair. Been using this for over 5 months,5
3480,1,0,0,0,1,1,1,2020-05-31,Evelin Espino,Me gusto,Buen producto,5
3481,1,0,0,0,1,1,1,2019-07-24,strawberri67,No difference,Great taste didn’t notice a difference with hair,5
3482,1,0,0,0,0,1,0,2021-01-26,Maribel,it's really work,my hair change a lot now is so healthy and is growing fast,5
3483,-1,0,0,0,0,0,0,2021-01-03,Amazon Customer,Happy camper,Love these! Taste is great. Only used for 2 months so not 💯 if my hair has grown that much. It is super strong and healthy though.,5
3484,1,0,1,-1,0,1,1,2020-04-11,Maria Gomez,Sugar bear,Really great bear games,5
3485,1,0,0,0,0,1,0,2023-03-19,Toni,Much to my surprise it works.,"I have been using Rogaine for years. The lder I get the thinner my hair gets. My friend ordered this and we have both seen great improvement. So, I ordered this and within 30 days i have seen new hair around my hairline. I’m as surprised as you! I don’t know if it will work for you but I say give it a try.",5
